# HF gains obtained from A. Krohotin (krohotin@mail.cern.ch) on June 30, 2006
# 66 channels are missed due to missed QIE calibrations
# 9 channels are set to 0 due to missed source measurements
# cap0=cap1=cap2=cap3
#
#  eta  phi  dep  det     cap0     cap1     cap2     cap3  
31   39   1   HF   0.0579379   0.0579379   0.0579379   0.0579379
31   39   2   HF   0.103582   0.103582   0.103582   0.103582
32   39   1   HF   0.0563727   0.0563727   0.0563727   0.0563727
32   39   2   HF   0.100142   0.100142   0.100142   0.100142
33   39   1   HF   0.087817   0.087817   0.087817   0.087817
33   39   2   HF   0.135826   0.135826   0.135826   0.135826
34   39   1   HF   0.0791035   0.0791035   0.0791035   0.0791035
34   39   2   HF   0.108861   0.108861   0.108861   0.108861
35   39   1   HF   0.0831167   0.0831167   0.0831167   0.0831167
35   39   2   HF   0.113576   0.113576   0.113576   0.113576
36   39   1   HF   0.0791532   0.0791532   0.0791532   0.0791532
36   39   2   HF   0.133537   0.133537   0.133537   0.133537
37   39   1   HF   0.0869872   0.0869872   0.0869872   0.0869872
37   39   2   HF   0.225187   0.225187   0.225187   0.225187
38   39   1   HF   0.110836   0.110836   0.110836   0.110836
38   39   2   HF   0.151978   0.151978   0.151978   0.151978
39   39   1   HF   0.0981447   0.0981447   0.0981447   0.0981447
39   39   2   HF   0.127202   0.127202   0.127202   0.127202
29   41   1   HF   0.0705998   0.0705998   0.0705998   0.0705998
29   41   2   HF   0.129046   0.129046   0.129046   0.129046
30   41   1   HF   0.087724   0.087724   0.087724   0.087724
30   41   2   HF   0.116976   0.116976   0.116976   0.116976
31   41   1   HF   0.0773043   0.0773043   0.0773043   0.0773043
31   41   2   HF   0.107086   0.107086   0.107086   0.107086
32   41   1   HF   0.0657034   0.0657034   0.0657034   0.0657034
32   41   2   HF   0.0914845   0.0914845   0.0914845   0.0914845
33   41   1   HF   0.0826275   0.0826275   0.0826275   0.0826275
33   41   2   HF   0.114051   0.114051   0.114051   0.114051
34   41   1   HF   0.0948201   0.0948201   0.0948201   0.0948201
34   41   2   HF   0.123756   0.123756   0.123756   0.123756
35   41   1   HF   0.0811692   0.0811692   0.0811692   0.0811692
35   41   2   HF   0.119163   0.119163   0.119163   0.119163
36   41   1   HF   0.0808032   0.0808032   0.0808032   0.0808032
36   41   2   HF   0.103906   0.103906   0.103906   0.103906
37   41   1   HF   0.0914193   0.0914193   0.0914193   0.0914193
37   41   2   HF   0.140183   0.140183   0.140183   0.140183
38   41   1   HF   0.113007   0.113007   0.113007   0.113007
38   41   2   HF   0.134453   0.134453   0.134453   0.134453
39   41   1   HF   0.0925992   0.0925992   0.0925992   0.0925992
39   41   2   HF   0.164244   0.164244   0.164244   0.164244
41   41   1   HF   0.092291   0.092291   0.092291   0.092291
41   41   2   HF   0.188111   0.188111   0.188111   0.188111
40   45   1   HF   0.108255   0.108255   0.108255   0.108255
40   45   2   HF   0.174856   0.174856   0.174856   0.174856
29   47   1   HF   0.0633921   0.0633921   0.0633921   0.0633921
29   47   2   HF   0.122929   0.122929   0.122929   0.122929
30   47   1   HF   0.0605715   0.0605715   0.0605715   0.0605715
30   47   2   HF   0.117237   0.117237   0.117237   0.117237
31   47   1   HF   0.0673283   0.0673283   0.0673283   0.0673283
31   47   2   HF   0.0949082   0.0949082   0.0949082   0.0949082
32   47   1   HF   0.070769   0.070769   0.070769   0.070769
32   47   2   HF   0.0825816   0.0825816   0.0825816   0.0825816
33   47   1   HF   0.0736848   0.0736848   0.0736848   0.0736848
33   47   2   HF   0.158074   0.158074   0.158074   0.158074
34   47   1   HF   0.0707434   0.0707434   0.0707434   0.0707434
34   47   2   HF   0.122214   0.122214   0.122214   0.122214
35   47   1   HF   0.085594   0.085594   0.085594   0.085594
35   47   2   HF   0.126908   0.126908   0.126908   0.126908
36   47   1   HF   0.0836675   0.0836675   0.0836675   0.0836675
36   47   2   HF   0.108017   0.108017   0.108017   0.108017
37   47   1   HF   0.0868825   0.0868825   0.0868825   0.0868825
37   47   2   HF   0.150426   0.150426   0.150426   0.150426
38   47   1   HF   0.0877036   0.0877036   0.0877036   0.0877036
38   47   2   HF   0.140839   0.140839   0.140839   0.140839
39   47   1   HF   0.103068   0.103068   0.103068   0.103068
39   47   2   HF   0.155602   0.155602   0.155602   0.155602
29   49   1   HF   0.0804054   0.0804054   0.0804054   0.0804054
29   49   2   HF   0.11223   0.11223   0.11223   0.11223
30   49   1   HF   0.0691076   0.0691076   0.0691076   0.0691076
30   49   2   HF   0.108334   0.108334   0.108334   0.108334
31   49   1   HF   0.0754542   0.0754542   0.0754542   0.0754542
31   49   2   HF   0.128569   0.128569   0.128569   0.128569
32   49   1   HF   0.0600456   0.0600456   0.0600456   0.0600456
32   49   2   HF   0.105525   0.105525   0.105525   0.105525
33   49   1   HF   0.0734746   0.0734746   0.0734746   0.0734746
33   49   2   HF   0.118524   0.118524   0.118524   0.118524
34   49   1   HF   0.0727072   0.0727072   0.0727072   0.0727072
34   49   2   HF   0.131647   0.131647   0.131647   0.131647
35   49   1   HF   0.0806958   0.0806958   0.0806958   0.0806958
35   49   2   HF   0.116894   0.116894   0.116894   0.116894
36   49   1   HF   0.0960205   0.0960205   0.0960205   0.0960205
36   49   2   HF   0.0868485   0.0868485   0.0868485   0.0868485
37   49   1   HF   0.090125   0.090125   0.090125   0.090125
37   49   2   HF   0.105101   0.105101   0.105101   0.105101
38   49   1   HF   0.0870283   0.0870283   0.0870283   0.0870283
38   49   2   HF   0.135963   0.135963   0.135963   0.135963
39   49   1   HF   0.10243   0.10243   0.10243   0.10243
39   49   2   HF   0.102061   0.102061   0.102061   0.102061
40   49   1   HF   0.0838455   0.0838455   0.0838455   0.0838455
40   49   2   HF   0.164264   0.164264   0.164264   0.164264
41   49   1   HF   0.0935014   0.0935014   0.0935014   0.0935014
41   49   2   HF   0.168495   0.168495   0.168495   0.168495
29   51   1   HF   0.0620849   0.0620849   0.0620849   0.0620849
29   51   2   HF   0.097854   0.097854   0.097854   0.097854
30   51   1   HF   0.0741344   0.0741344   0.0741344   0.0741344
30   51   2   HF   0.0879102   0.0879102   0.0879102   0.0879102
31   51   1   HF   0.0726827   0.0726827   0.0726827   0.0726827
31   51   2   HF   0.0893497   0.0893497   0.0893497   0.0893497
32   51   1   HF   0.0661565   0.0661565   0.0661565   0.0661565
32   51   2   HF   0.0863628   0.0863628   0.0863628   0.0863628
33   51   1   HF   0.0684382   0.0684382   0.0684382   0.0684382
33   51   2   HF   0.113381   0.113381   0.113381   0.113381
34   51   1   HF   0.0850166   0.0850166   0.0850166   0.0850166
34   51   2   HF   0.117767   0.117767   0.117767   0.117767
35   51   1   HF   0.076422   0.076422   0.076422   0.076422
35   51   2   HF   0.110412   0.110412   0.110412   0.110412
36   51   1   HF   0.0715298   0.0715298   0.0715298   0.0715298
36   51   2   HF   0.0872005   0.0872005   0.0872005   0.0872005
37   51   1   HF   0.0792926   0.0792926   0.0792926   0.0792926
37   51   2   HF   0.13672   0.13672   0.13672   0.13672
38   51   1   HF   0.0799059   0.0799059   0.0799059   0.0799059
38   51   2   HF   0.128019   0.128019   0.128019   0.128019
39   51   1   HF   0.0862854   0.0862854   0.0862854   0.0862854
39   51   2   HF   0.125393   0.125393   0.125393   0.125393
29   53   1   HF   0.0666771   0.0666771   0.0666771   0.0666771
29   53   2   HF   0.0893291   0.0893291   0.0893291   0.0893291
30   53   1   HF   0.0818189   0.0818189   0.0818189   0.0818189
30   53   2   HF   0.118144   0.118144   0.118144   0.118144
31   53   1   HF   0.0609076   0.0609076   0.0609076   0.0609076
31   53   2   HF   0.125103   0.125103   0.125103   0.125103
32   53   1   HF   0.0724547   0.0724547   0.0724547   0.0724547
32   53   2   HF   0.104563   0.104563   0.104563   0.104563
33   53   1   HF   0.0738122   0.0738122   0.0738122   0.0738122
33   53   2   HF   0.0812534   0.0812534   0.0812534   0.0812534
34   53   1   HF   0.0849955   0.0849955   0.0849955   0.0849955
34   53   2   HF   0.0987251   0.0987251   0.0987251   0.0987251
35   53   1   HF   0.0719375   0.0719375   0.0719375   0.0719375
35   53   2   HF   0.117273   0.117273   0.117273   0.117273
36   53   1   HF   0.077507   0.077507   0.077507   0.077507
36   53   2   HF   0.102641   0.102641   0.102641   0.102641
37   53   1   HF   0.0931457   0.0931457   0.0931457   0.0931457
37   53   2   HF   0.142793   0.142793   0.142793   0.142793
38   53   1   HF   0.0968341   0.0968341   0.0968341   0.0968341
38   53   2   HF   0.168486   0.168486   0.168486   0.168486
39   53   1   HF   0.0999113   0.0999113   0.0999113   0.0999113
39   53   2   HF   0.144276   0.144276   0.144276   0.144276
40   53   1   HF   0.117526   0.117526   0.117526   0.117526
40   53   2   HF   0.15982   0.15982   0.15982   0.15982
41   53   1   HF   0.07545   0.07545   0.07545   0.07545
41   53   2   HF   0.166907   0.166907   0.166907   0.166907
29   55   1   HF   0.0474821   0.0474821   0.0474821   0.0474821
29   55   2   HF   0.102665   0.102665   0.102665   0.102665
30   55   1   HF   0.0537245   0.0537245   0.0537245   0.0537245
30   55   2   HF   0.0859009   0.0859009   0.0859009   0.0859009
31   55   1   HF   0.0511998   0.0511998   0.0511998   0.0511998
31   55   2   HF   0.111482   0.111482   0.111482   0.111482
32   55   1   HF   0.0574504   0.0574504   0.0574504   0.0574504
32   55   2   HF   0.0838031   0.0838031   0.0838031   0.0838031
33   55   1   HF   0.0644847   0.0644847   0.0644847   0.0644847
33   55   2   HF   0.10969   0.10969   0.10969   0.10969
34   55   1   HF   0.110019   0.110019   0.110019   0.110019
34   55   2   HF   0.0912707   0.0912707   0.0912707   0.0912707
35   55   1   HF   0.0809423   0.0809423   0.0809423   0.0809423
35   55   2   HF   0.104154   0.104154   0.104154   0.104154
36   55   1   HF   0.0693158   0.0693158   0.0693158   0.0693158
36   55   2   HF   0.0947015   0.0947015   0.0947015   0.0947015
37   55   1   HF   0.0837934   0.0837934   0.0837934   0.0837934
37   55   2   HF   0.180679   0.180679   0.180679   0.180679
38   55   1   HF   0.0762033   0.0762033   0.0762033   0.0762033
38   55   2   HF   0.126832   0.126832   0.126832   0.126832
39   55   1   HF   0.0671366   0.0671366   0.0671366   0.0671366
39   55   2   HF   0.143104   0.143104   0.143104   0.143104
29   57   1   HF   0.0475176   0.0475176   0.0475176   0.0475176
29   57   2   HF   0.0920759   0.0920759   0.0920759   0.0920759
30   57   1   HF   0.0522568   0.0522568   0.0522568   0.0522568
30   57   2   HF   0.0958332   0.0958332   0.0958332   0.0958332
31   57   1   HF   0.0563109   0.0563109   0.0563109   0.0563109
31   57   2   HF   0.10129   0.10129   0.10129   0.10129
32   57   1   HF   0.0555392   0.0555392   0.0555392   0.0555392
32   57   2   HF   0.0789601   0.0789601   0.0789601   0.0789601
33   57   1   HF   0.0872018   0.0872018   0.0872018   0.0872018
33   57   2   HF   0.0977206   0.0977206   0.0977206   0.0977206
34   57   1   HF   0.072139   0.072139   0.072139   0.072139
34   57   2   HF   0.127981   0.127981   0.127981   0.127981
35   57   1   HF   0.0693977   0.0693977   0.0693977   0.0693977
35   57   2   HF   0.146401   0.146401   0.146401   0.146401
36   57   1   HF   0.0668071   0.0668071   0.0668071   0.0668071
36   57   2   HF   0.127661   0.127661   0.127661   0.127661
37   57   1   HF   0.0612705   0.0612705   0.0612705   0.0612705
37   57   2   HF   0.125192   0.125192   0.125192   0.125192
38   57   1   HF   0.100533   0.100533   0.100533   0.100533
38   57   2   HF   0.114485   0.114485   0.114485   0.114485
39   57   1   HF   0.0648565   0.0648565   0.0648565   0.0648565
39   57   2   HF   0.137642   0.137642   0.137642   0.137642
40   57   1   HF   0.168766   0.168766   0.168766   0.168766
40   57   2   HF   0.138135   0.138135   0.138135   0.138135
41   57   1   HF   0.107306   0.107306   0.107306   0.107306
41   57   2   HF   0.151184   0.151184   0.151184   0.151184
29   59   1   HF   0.060079   0.060079   0.060079   0.060079
29   59   2   HF   0.105049   0.105049   0.105049   0.105049
30   59   1   HF   0.0662458   0.0662458   0.0662458   0.0662458
30   59   2   HF   0.095578   0.095578   0.095578   0.095578
31   59   1   HF   0.052279   0.052279   0.052279   0.052279
31   59   2   HF   0.09755   0.09755   0.09755   0.09755
32   59   1   HF   0.0586301   0.0586301   0.0586301   0.0586301
32   59   2   HF   0.0950024   0.0950024   0.0950024   0.0950024
33   59   1   HF   0.0698023   0.0698023   0.0698023   0.0698023
33   59   2   HF   0.129841   0.129841   0.129841   0.129841
34   59   1   HF   0.0717007   0.0717007   0.0717007   0.0717007
34   59   2   HF   0.118285   0.118285   0.118285   0.118285
35   59   1   HF   0.0855966   0.0855966   0.0855966   0.0855966
35   59   2   HF   0.159998   0.159998   0.159998   0.159998
36   59   1   HF   0.0690849   0.0690849   0.0690849   0.0690849
36   59   2   HF   0.127278   0.127278   0.127278   0.127278
37   59   1   HF   0.0700543   0.0700543   0.0700543   0.0700543
37   59   2   HF   0.118222   0.118222   0.118222   0.118222
38   59   1   HF   0.0906955   0.0906955   0.0906955   0.0906955
38   59   2   HF   0.164004   0.164004   0.164004   0.164004
39   59   1   HF   0.0953637   0.0953637   0.0953637   0.0953637
39   59   2   HF   0.185587   0.185587   0.185587   0.185587
29   61   1   HF   0.0551227   0.0551227   0.0551227   0.0551227
29   61   2   HF   0.114134   0.114134   0.114134   0.114134
30   61   1   HF   0.0562785   0.0562785   0.0562785   0.0562785
30   61   2   HF   0.0942374   0.0942374   0.0942374   0.0942374
31   61   1   HF   0.0576685   0.0576685   0.0576685   0.0576685
31   61   2   HF   0.0832497   0.0832497   0.0832497   0.0832497
32   61   1   HF   0.0555895   0.0555895   0.0555895   0.0555895
32   61   2   HF   0.0921413   0.0921413   0.0921413   0.0921413
33   61   1   HF   0.0771087   0.0771087   0.0771087   0.0771087
33   61   2   HF   0.083185   0.083185   0.083185   0.083185
34   61   1   HF   0.118254   0.118254   0.118254   0.118254
34   61   2   HF   0.118252   0.118252   0.118252   0.118252
35   61   1   HF   0.0737677   0.0737677   0.0737677   0.0737677
35   61   2   HF   0.129369   0.129369   0.129369   0.129369
36   61   1   HF   0.0634944   0.0634944   0.0634944   0.0634944
36   61   2   HF   0.113918   0.113918   0.113918   0.113918
37   61   1   HF   0.0604386   0.0604386   0.0604386   0.0604386
37   61   2   HF   0.131996   0.131996   0.131996   0.131996
38   61   1   HF   0.0659489   0.0659489   0.0659489   0.0659489
38   61   2   HF   0.108198   0.108198   0.108198   0.108198
39   61   1   HF   0.089144   0.089144   0.089144   0.089144
39   61   2   HF   0.115947   0.115947   0.115947   0.115947
40   61   1   HF   0.0773599   0.0773599   0.0773599   0.0773599
40   61   2   HF   0.151456   0.151456   0.151456   0.151456
41   61   1   HF   0.0737192   0.0737192   0.0737192   0.0737192
41   61   2   HF   0.133665   0.133665   0.133665   0.133665
29   63   1   HF   0.0587079   0.0587079   0.0587079   0.0587079
29   63   2   HF   0.0934791   0.0934791   0.0934791   0.0934791
30   63   1   HF   0.0580366   0.0580366   0.0580366   0.0580366
30   63   2   HF   0.124705   0.124705   0.124705   0.124705
31   63   1   HF   0.0521036   0.0521036   0.0521036   0.0521036
31   63   2   HF   0.0908849   0.0908849   0.0908849   0.0908849
32   63   1   HF   0.0532926   0.0532926   0.0532926   0.0532926
32   63   2   HF   0.107229   0.107229   0.107229   0.107229
33   63   1   HF   0.0613907   0.0613907   0.0613907   0.0613907
33   63   2   HF   0.114251   0.114251   0.114251   0.114251
34   63   1   HF   0.0675843   0.0675843   0.0675843   0.0675843
34   63   2   HF   0.110365   0.110365   0.110365   0.110365
35   63   1   HF   0.0741191   0.0741191   0.0741191   0.0741191
35   63   2   HF   0.12422   0.12422   0.12422   0.12422
36   63   1   HF   0.063889   0.063889   0.063889   0.063889
36   63   2   HF   0.0977017   0.0977017   0.0977017   0.0977017
37   63   1   HF   0.0834846   0.0834846   0.0834846   0.0834846
37   63   2   HF   0.103833   0.103833   0.103833   0.103833
38   63   1   HF   0.0780546   0.0780546   0.0780546   0.0780546
38   63   2   HF   0.138561   0.138561   0.138561   0.138561
39   63   1   HF   0.0858984   0.0858984   0.0858984   0.0858984
39   63   2   HF   0.136309   0.136309   0.136309   0.136309
29   65   1   HF   0.0541793   0.0541793   0.0541793   0.0541793
29   65   2   HF   0.0890314   0.0890314   0.0890314   0.0890314
30   65   1   HF   0.0529283   0.0529283   0.0529283   0.0529283
30   65   2   HF   0.092735   0.092735   0.092735   0.092735
31   65   1   HF   0.057163   0.057163   0.057163   0.057163
31   65   2   HF   0.0878018   0.0878018   0.0878018   0.0878018
32   65   1   HF   0.0534753   0.0534753   0.0534753   0.0534753
32   65   2   HF   0.0875826   0.0875826   0.0875826   0.0875826
33   65   1   HF   0.0678524   0.0678524   0.0678524   0.0678524
33   65   2   HF   0.105554   0.105554   0.105554   0.105554
34   65   1   HF   0.0748182   0.0748182   0.0748182   0.0748182
34   65   2   HF   0.127338   0.127338   0.127338   0.127338
35   65   1   HF   0.087994   0.087994   0.087994   0.087994
35   65   2   HF   0.128233   0.128233   0.128233   0.128233
36   65   1   HF   0.0724455   0.0724455   0.0724455   0.0724455
36   65   2   HF   0.104699   0.104699   0.104699   0.104699
37   65   1   HF   0.0853454   0.0853454   0.0853454   0.0853454
37   65   2   HF   0.131762   0.131762   0.131762   0.131762
38   65   1   HF   0.0916815   0.0916815   0.0916815   0.0916815
38   65   2   HF   0.127164   0.127164   0.127164   0.127164
39   65   1   HF   0.0681875   0.0681875   0.0681875   0.0681875
39   65   2   HF   0.132806   0.132806   0.132806   0.132806
40   65   1   HF   0.275699   0.275699   0.275699   0.275699
40   65   2   HF   0.312856   0.312856   0.312856   0.312856
41   65   1   HF   0.080803   0.080803   0.080803   0.080803
41   65   2   HF   0.116895   0.116895   0.116895   0.116895
29   67   1   HF   0.087005   0.087005   0.087005   0.087005
29   67   2   HF   0.0857605   0.0857605   0.0857605   0.0857605
30   67   1   HF   0.0624824   0.0624824   0.0624824   0.0624824
30   67   2   HF   0.0725055   0.0725055   0.0725055   0.0725055
31   67   1   HF   0.0500023   0.0500023   0.0500023   0.0500023
31   67   2   HF   0.0731199   0.0731199   0.0731199   0.0731199
32   67   1   HF   0.0501189   0.0501189   0.0501189   0.0501189
32   67   2   HF   0.0797271   0.0797271   0.0797271   0.0797271
33   67   1   HF   0.0608856   0.0608856   0.0608856   0.0608856
33   67   2   HF   0.112563   0.112563   0.112563   0.112563
34   67   1   HF   0.0756372   0.0756372   0.0756372   0.0756372
34   67   2   HF   0.0755985   0.0755985   0.0755985   0.0755985
35   67   1   HF   0.0697955   0.0697955   0.0697955   0.0697955
35   67   2   HF   0.0852296   0.0852296   0.0852296   0.0852296
36   67   1   HF   0.0713417   0.0713417   0.0713417   0.0713417
36   67   2   HF   0.0843259   0.0843259   0.0843259   0.0843259
37   67   1   HF   0.0674363   0.0674363   0.0674363   0.0674363
37   67   2   HF   0.114521   0.114521   0.114521   0.114521
38   67   1   HF   0.0645308   0.0645308   0.0645308   0.0645308
38   67   2   HF   0.118513   0.118513   0.118513   0.118513
39   67   1   HF   0.0806086   0.0806086   0.0806086   0.0806086
39   67   2   HF   0.112653   0.112653   0.112653   0.112653
29   69   1   HF   0.0600002   0.0600002   0.0600002   0.0600002
29   69   2   HF   0.120699   0.120699   0.120699   0.120699
30   69   1   HF   0.0749687   0.0749687   0.0749687   0.0749687
30   69   2   HF   0.0933867   0.0933867   0.0933867   0.0933867
31   69   1   HF   0.0507518   0.0507518   0.0507518   0.0507518
31   69   2   HF   0.0857593   0.0857593   0.0857593   0.0857593
32   69   1   HF   0.0481076   0.0481076   0.0481076   0.0481076
32   69   2   HF   0.101978   0.101978   0.101978   0.101978
33   69   1   HF   0.0697835   0.0697835   0.0697835   0.0697835
33   69   2   HF   0.113229   0.113229   0.113229   0.113229
34   69   1   HF   0.0671871   0.0671871   0.0671871   0.0671871
34   69   2   HF   0.0803268   0.0803268   0.0803268   0.0803268
35   69   1   HF   0.0597146   0.0597146   0.0597146   0.0597146
35   69   2   HF   0.0873989   0.0873989   0.0873989   0.0873989
36   69   1   HF   0.0672459   0.0672459   0.0672459   0.0672459
36   69   2   HF   0.117197   0.117197   0.117197   0.117197
37   69   1   HF   0.0702264   0.0702264   0.0702264   0.0702264
37   69   2   HF   0.127712   0.127712   0.127712   0.127712
38   69   1   HF   0.0752967   0.0752967   0.0752967   0.0752967
38   69   2   HF   0.116973   0.116973   0.116973   0.116973
39   69   1   HF   0.0709332   0.0709332   0.0709332   0.0709332
39   69   2   HF   0.121245   0.121245   0.121245   0.121245
40   69   1   HF   0.251163   0.251163   0.251163   0.251163
40   69   2   HF   0.296381   0.296381   0.296381   0.296381
41   69   1   HF   0.0935124   0.0935124   0.0935124   0.0935124
41   69   2   HF   0.121035   0.121035   0.121035   0.121035
29   71   1   HF   0.0607546   0.0607546   0.0607546   0.0607546
29   71   2   HF   0.0973696   0.0973696   0.0973696   0.0973696
30   71   1   HF   0.0895769   0.0895769   0.0895769   0.0895769
30   71   2   HF   0.146026   0.146026   0.146026   0.146026
31   71   1   HF   0.0562085   0.0562085   0.0562085   0.0562085
31   71   2   HF   0.0908492   0.0908492   0.0908492   0.0908492
32   71   1   HF   0.075535   0.075535   0.075535   0.075535
32   71   2   HF   0.0934907   0.0934907   0.0934907   0.0934907
33   71   1   HF   0.0734954   0.0734954   0.0734954   0.0734954
33   71   2   HF   0.118223   0.118223   0.118223   0.118223
34   71   1   HF   0.0829127   0.0829127   0.0829127   0.0829127
34   71   2   HF   0.173359   0.173359   0.173359   0.173359
35   71   1   HF   0.0675759   0.0675759   0.0675759   0.0675759
35   71   2   HF   0.113592   0.113592   0.113592   0.113592
36   71   1   HF   0.0802039   0.0802039   0.0802039   0.0802039
36   71   2   HF   0.115236   0.115236   0.115236   0.115236
37   71   1   HF   0.0693812   0.0693812   0.0693812   0.0693812
37   71   2   HF   0.202303   0.202303   0.202303   0.202303
38   71   1   HF   0.0862311   0.0862311   0.0862311   0.0862311
38   71   2   HF   0.157704   0.157704   0.157704   0.157704
39   71   1   HF   0.0931396   0.0931396   0.0931396   0.0931396
39   71   2   HF   0.153867   0.153867   0.153867   0.153867
